idx,A,B,C,mu,alpha,ehomo,elumo,egap,R2,zpve,U0,U,H,G,Cv,E
1,1.64376,1.23423,0.79442,1.5748,93.77,-0.00239,-0.2332,0.23081,1537.8865,0.190552,-425.206522,-425.196726,-425.195781,-425.241574,37.096,-425.397073606
2,1.65608,1.22384,0.79511,1.3536,93.3,-0.00756,-0.23753,0.22997,1536.1613,0.19083,-425.20926,-425.199527,-425.198583,-425.244189,37.02,-425.400089674
4,1.42525,1.36486,0.74364,1.9258,93.22,0.00705,-0.22763,0.23468,1587.375,0.190216,-425.206445,-425.196512,-425.195568,-425.241794,37.318,-425.396660525
8,1.4859,1.33822,0.74634,1.2085,93.2,-0.00705,-0.23634,0.22929,1580.5659,0.190901,-425.208116,-425.198459,-425.197515,-425.242956,36.992,-425.399017372
12,1.48579,1.34424,0.74664,1.6596,93.66,-0.00202,-0.23194,0.22992,1581.0531,0.190522,-425.205486,-425.195724,-425.19478,-425.240521,37.124,-425.396007888
13,1.80419,1.20433,0.79386,1.3579,93.34,-0.00627,-0.23741,0.23114,1518.4727,0.19084,-425.209467,-425.199757,-425.198813,-425.244416,36.983,-425.400306916
23,2.62487,0.85428,0.83033,1.9218,87.76,-0.01414,-0.24592,0.23178,1506.2286,0.142165,-422.761396,-422.752368,-422.751424,-422.796164,34.479,-422.903560913
24,2.6387,0.86673,0.81504,1.2373,87.92,-0.00796,-0.24224,0.23428,1510.2028,0.142063,-422.762066,-422.75297,-422.752026,-422.797061,34.583,-422.904128769
41,2.3605,0.91279,0.66681,0.9524,71.34,-0.01541,-0.24434,0.22893,1547.7833,0.117427,-545.119347,-545.110749,-545.109805,-545.153358,32.391,-545.236773523
42,2.37339,0.9204,0.66596,2.1518,71.48,-0.00724,-0.23724,0.23,1545.3198,0.116985,-545.118064,-545.109287,-545.108342,-545.152372,32.663,-545.235048533
48,2.20523,1.03112,0.7478,0.6475,87.74,0.01178,-0.19849,0.21027,1561.1788,0.166181,-461.132253,-461.122899,-461.121955,-461.166862,35.904,-461.29843405
49,2.53262,0.91065,0.6755,0.4826,88.44,0.01327,-0.19931,0.21258,1676.1442,0.166021,-461.134865,-461.125425,-461.12448,-461.169539,35.936,-461.300885686
50,2.57363,0.90876,0.67734,2.8633,87.59,0.01277,-0.20186,0.21463,1669.4009,0.166336,-461.141966,-461.13258,-461.131636,-461.1768,35.704,-461.308301711
52,4.83149,0.62465,0.55614,2.8792,89.56,-0.00625,-0.21318,0.20693,1890.3727,0.144661,-418.997611,-418.988818,-418.987873,-419.032145,32.897,-419.142271617
53,2.8945,0.81756,0.72827,3.0882,87.49,-0.00377,-0.21268,0.20891,1585.9393,0.144981,-418.998712,-418.990031,-418.989087,-419.033257,32.802,-419.143693393
60,2.61847,0.94472,0.70139,3.8378,86.03,-0.02881,-0.20729,0.17848,1561.17,0.144677,-456.160279,-456.151373,-456.150428,-456.194062,34.963,-456.304956173
61,2.60802,0.94156,0.70158,5.2358,85.9,-0.02994,-0.20817,0.17823,1560.3073,0.144672,-456.159157,-456.150247,-456.149303,-456.192943,34.923,-456.303829207
64,2.61771,0.94388,0.70225,2.717,86.01,-0.02851,-0.20766,0.17915,1560.791,0.144731,-456.160515,-456.151628,-456.150684,-456.194269,34.898,-456.305246241
65,2.6051,0.94173,0.7024,4.2907,85.85,-0.02988,-0.2088,0.17892,1559.5601,0.144783,-456.159561,-456.150687,-456.149742,-456.193306,34.807,-456.304344756
70,4.1281,0.57957,0.53408,2.7241,91.25,-0.02609,-0.24143,0.21534,2029.1966,0.166746,-424.026067,-424.016798,-424.015854,-424.062265,33.791,-424.192812152
72,2.83678,0.7264,0.6693,2.8514,89.76,-0.02345,-0.23934,0.21589,1740.9361,0.1668,-424.024892,-424.015667,-424.014723,-424.061224,33.786,-424.191691913
73,2.42822,0.80169,0.75016,2.6598,88.96,-0.0235,-0.24222,0.21872,1638.5281,0.166608,-424.025256,-424.016063,-424.015119,-424.061524,33.817,-424.19186326
91,4.1565,0.60347,0.56243,2.4371,90.55,-0.02277,-0.23856,0.21579,1956.5567,0.166635,-424.028435,-424.019248,-424.018304,-424.064342,33.759,-424.195070897
94,2.77673,0.85024,0.7115,2.3849,88.96,-0.02395,-0.23654,0.21259,1619.6681,0.166942,-424.027588,-424.018573,-424.017629,-424.062806,33.647,-424.194530223
97,2.61924,0.93466,0.69181,1.7445,85.66,-0.05533,-0.23192,0.17659,1580.6114,0.142538,-459.970544,-459.96161,-459.960666,-460.004586,34.129,-460.11308218
99,2.53422,0.94822,0.69301,3.5675,85.6,-0.05359,-0.23069,0.1771,1572.9092,0.142395,-459.969401,-459.960405,-459.959461,-460.003568,34.236,-460.111795911
102,1.74786,1.04528,0.82906,2.9435,65.01,-0.04644,-0.26523,0.21879,1470.9997,0.149672,-596.48736,-596.47648,-596.475536,-596.524387,38.526,-596.637031529
103,2.36676,0.72261,0.58282,1.5514,65.52,-0.04846,-0.2723,0.22384,1812.4083,0.149187,-596.489529,-596.478417,-596.477473,-596.527365,38.994,-596.638716001
104,2.08759,0.816,0.76334,2.3065,64.34,-0.03342,-0.23768,0.20426,1584.7815,0.149283,-596.475671,-596.464301,-596.463357,-596.513739,39.421,-596.624954948
105,2.30888,0.77273,0.63362,1.9846,65.61,-0.04683,-0.27221,0.22538,1720.3399,0.149503,-596.489946,-596.479008,-596.478064,-596.527391,38.719,-596.639448721
106,2.18477,0.80059,0.64199,4.2571,65.47,-0.03737,-0.26511,0.22774,1709.8512,0.14892,-596.483729,-596.472573,-596.471629,-596.521681,39.199,-596.632649524
107,2.29025,0.77473,0.63533,2.9599,65.34,-0.04076,-0.26785,0.22709,1722.5819,0.149859,-596.48911,-596.478381,-596.477436,-596.526259,38.395,-596.638968843
108,1.81441,0.90707,0.8073,3.8632,64.57,-0.0409,-0.26525,0.22435,1533.4191,0.14892,-596.481983,-596.470649,-596.469705,-596.519623,39.62,-596.63090289
109,1.63206,0.98214,0.78718,1.8541,64.5,-0.04591,-0.2672,0.22129,1533.4086,0.149835,-596.48631,-596.475402,-596.474458,-596.523457,38.629,-596.63614478
111,2.53313,0.69219,0.68992,2.6309,64.92,-0.03166,-0.26055,0.22889,1713.7854,0.148366,-596.481032,-596.469434,-596.46849,-596.519019,39.947,-596.629397982
113,1.79876,0.85886,0.67021,2.1865,64.85,-0.04555,-0.27588,0.23033,1665.8182,0.149101,-596.482562,-596.471483,-596.470539,-596.519772,39.084,-596.6316633
114,1.51495,1.06384,0.76293,1.469,64.62,-0.04987,-0.277,0.22713,1538.3809,0.149902,-596.485215,-596.474417,-596.473473,-596.522261,38.45,-596.635116856
115,1.61476,1.07772,0.89578,4.3857,64.85,-0.03801,-0.25995,0.22194,1432.612,0.149349,-596.482069,-596.47101,-596.470065,-596.519062,39.077,-596.631417646
117,1.64796,1.17203,1.08529,1.7781,64.03,-0.04991,-0.25323,0.20332,1300.7102,0.15139,-596.489471,-596.479368,-596.478424,-596.524536,37.565,-596.640861841
118,1.80669,0.9768,0.93218,3.5932,64.89,-0.04264,-0.26464,0.222,1430.7228,0.149129,-596.486645,-596.475637,-596.474693,-596.523188,39.222,-596.635774492
120,1.77175,0.9545,0.74916,3.1021,65.05,-0.04337,-0.26365,0.22028,1562.6547,0.149326,-596.482311,-596.471163,-596.470219,-596.519929,39.2,-596.631636617
121,2.13819,0.81416,0.80411,1.4496,64.29,-0.0474,-0.2722,0.2248,1559.447,0.149732,-596.487815,-596.476959,-596.476015,-596.526067,38.511,-596.637546385
122,2.62006,0.72645,0.61476,2.8741,65.69,-0.05737,-0.27022,0.21285,1764.5348,0.14926,-596.483483,-596.472588,-596.471644,-596.520698,38.719,-596.632742728
123,1.89329,0.89817,0.68381,1.7709,64.9,-0.04217,-0.2588,0.21663,1618.039,0.150447,-596.491446,-596.480897,-596.479953,-596.527923,38.128,-596.641893298
124,1.89486,0.86078,0.7297,1.9831,64.26,-0.04097,-0.24907,0.2081,1601.0557,0.150286,-596.485372,-596.474618,-596.473674,-596.522273,38.507,-596.63565817
125,2.08159,0.818,0.78956,1.2999,64.93,-0.05168,-0.27272,0.22104,1572.4847,0.149358,-596.486114,-596.475086,-596.474142,-596.523548,38.837,-596.635471601
126,2.29862,0.73251,0.58596,2.6087,65.13,-0.04347,-0.26951,0.22604,1811.0144,0.149197,-596.488145,-596.477124,-596.476179,-596.525697,39.072,-596.637341878
127,2.65392,0.65123,0.63329,4.3177,65.16,-0.04329,-0.2691,0.22581,1798.1052,0.148759,-596.481195,-596.469886,-596.468942,-596.518962,39.443,-596.629954154
128,1.68672,0.9566,0.84302,3.5319,64.47,-0.04157,-0.26514,0.22357,1502.1793,0.148753,-596.482435,-596.471082,-596.470138,-596.520116,39.651,-596.63118791
129,2.24409,0.76746,0.63222,2.9489,65.7,-0.04773,-0.27327,0.22554,1733.4578,0.148674,-596.48014,-596.468867,-596.467923,-596.518104,39.419,-596.628813937
130,2.29856,0.73254,0.58599,2.6079,65.13,-0.04347,-0.26952,0.22605,1810.9434,0.149196,-596.488145,-596.477124,-596.47618,-596.525696,39.071,-596.637341899
131,2.25895,0.80906,0.69131,2.0978,64.58,-0.04001,-0.24208,0.20207,1634.5736,0.150228,-596.480443,-596.469661,-596.468717,-596.517549,38.474,-596.630670714
132,1.94092,0.91053,0.78792,1.4393,64.89,-0.04706,-0.27392,0.22686,1534.8014,0.149609,-596.49013,-596.47922,-596.478275,-596.527124,38.744,-596.639739514
133,1.83357,0.83564,0.69565,4.5647,64.88,-0.05553,-0.25758,0.20205,1654.2119,0.150011,-596.47605,-596.465154,-596.46421,-596.513747,38.466,-596.626060938
134,2.42868,0.71485,0.6167,2.0584,65.1,-0.0446,-0.27547,0.23087,1770.9584,0.149215,-596.487302,-596.476214,-596.47527,-596.524584,39.008,-596.636516894
135,1.51239,1.10814,0.85453,2.5251,64.48,-0.04247,-0.24554,0.20307,1459.8526,0.150256,-596.480059,-596.469217,-596.468272,-596.516961,38.562,-596.630315129
137,1.73874,0.86359,0.72865,1.0053,64.73,-0.051,-0.2739,0.2229,1619.0027,0.149345,-596.487906,-596.476865,-596.475921,-596.525363,38.915,-596.637250779
138,2.71639,0.72055,0.64436,2.1248,65.03,-0.04854,-0.2788,0.23026,1721.3999,0.149388,-596.485291,-596.474316,-596.473372,-596.522712,38.642,-596.63467995
142,1.62513,1.09561,0.88474,5.8997,64.56,-0.02667,-0.25257,0.2259,1431.5653,0.149223,-596.48045,-596.469325,-596.468381,-596.517639,39.086,-596.629673635
143,2.65829,0.66937,0.64234,3.5746,65.15,-0.036,-0.26349,0.22749,1770.5686,0.14894,-596.482282,-596.471067,-596.470123,-596.519618,39.399,-596.63122226
145,1.88424,0.96544,0.7632,3.2745,64.49,-0.03603,-0.24409,0.20806,1523.193,0.15005,-596.481116,-596.470281,-596.469337,-596.518162,38.532,-596.631165615
148,1.67517,0.99606,0.67535,1.0136,65.32,-0.05471,-0.27808,0.22337,1622.8158,0.149651,-596.486834,-596.475968,-596.475024,-596.524464,38.392,-596.636485505
154,2.46435,0.75733,0.60046,2.199,65.43,-0.05106,-0.27292,0.22186,1764.3316,0.149549,-596.489647,-596.478886,-596.477942,-596.526682,38.608,-596.639196111
155,2.00706,0.84895,0.77759,2.7495,64.08,-0.03622,-0.23899,0.20277,1560.0918,0.149997,-596.479541,-596.468493,-596.467549,-596.516995,38.883,-596.629537877
158,1.79877,0.8588,0.67025,2.1888,64.85,-0.04556,-0.27586,0.2303,1665.8268,0.149101,-596.482562,-596.471483,-596.470539,-596.519771,39.084,-596.6316634
160,1.79267,0.87571,0.85324,1.9266,64.0,-0.04016,-0.24972,0.20956,1511.3844,0.150521,-596.485103,-596.47448,-596.473536,-596.521722,38.201,-596.635624527
161,1.80242,0.98843,0.87359,2.5309,64.4,-0.03913,-0.24747,0.20834,1453.9126,0.15038,-596.483316,-596.472581,-596.471636,-596.519718,38.587,-596.63369515
166,1.60663,1.09655,1.02082,4.3355,64.57,-0.02643,-0.23981,0.21338,1359.9479,0.150122,-596.480753,-596.470075,-596.469131,-596.516937,38.57,-596.630875656
167,1.89731,0.90497,0.75451,3.7434,64.76,-0.04597,-0.26454,0.21857,1559.063,0.149639,-596.482414,-596.471457,-596.470513,-596.519978,38.618,-596.632052122
168,2.25524,0.75951,0.65479,5.2562,64.12,-0.05211,-0.2532,0.20109,1709.465,0.149732,-596.475223,-596.464146,-596.463202,-596.512852,38.921,-596.624954949
169,1.80623,0.97217,0.74769,3.7908,64.85,-0.04547,-0.25758,0.21211,1538.3307,0.149881,-596.479649,-596.468862,-596.467918,-596.516718,38.666,-596.629530118
171,1.58351,1.14363,0.89541,3.2954,63.98,-0.04006,-0.25548,0.21542,1405.0329,0.149888,-596.482034,-596.471201,-596.470257,-596.518812,38.735,-596.631922481
172,1.89458,0.86085,0.72978,1.9836,64.25,-0.04095,-0.24906,0.20811,1600.9725,0.150287,-596.485371,-596.474616,-596.473671,-596.522276,38.506,-596.635658251
174,1.66061,0.86858,0.76826,2.7912,64.52,-0.05016,-0.26968,0.21952,1597.8026,0.149223,-596.479394,-596.468268,-596.467324,-596.516927,39.154,-596.628616423
177,2.92105,0.64081,0.6067,3.1537,64.91,-0.03673,-0.26334,0.22661,1829.3826,0.149627,-596.488816,-596.477931,-596.476987,-596.526121,38.637,-596.638442761
179,1.66751,1.07235,0.85658,3.505,64.37,-0.03697,-0.25906,0.22209,1448.7467,0.149994,-596.485552,-596.474865,-596.473921,-596.5223,38.325,-596.635545698
180,1.75654,0.93268,0.80361,1.3846,64.33,-0.05465,-0.26901,0.21436,1530.9945,0.150045,-596.488933,-596.478241,-596.477297,-596.525875,38.452,-596.638977805
181,2.80624,0.65979,0.56458,3.3853,65.73,-0.05441,-0.26815,0.21374,1872.9008,0.148932,-596.481737,-596.4706,-596.469656,-596.519238,39.187,-596.630668973
182,1.72343,0.98842,0.70711,1.1128,65.35,-0.05474,-0.27228,0.21754,1585.5438,0.149911,-596.486832,-596.476077,-596.475133,-596.523493,38.474,-596.636742709
185,2.0662,0.83277,0.71619,2.1135,64.22,-0.03663,-0.24725,0.21062,1623.4327,0.150529,-596.486503,-596.475952,-596.475008,-596.523154,38.081,-596.637031894
186,2.31948,0.72157,0.63972,2.4032,64.56,-0.04395,-0.27093,0.22698,1750.7567,0.149462,-596.4877,-596.476752,-596.475807,-596.525164,38.79,-596.637162359
189,1.48322,1.26025,0.76653,0.6977,65.09,-0.05498,-0.26308,0.2081,1477.071,0.150811,-596.483485,-596.473119,-596.472175,-596.519477,37.826,-596.634296216
190,1.39454,1.30676,1.04368,2.5047,64.37,-0.03448,-0.25693,0.22245,1326.7916,0.1506,-596.488741,-596.478345,-596.477401,-596.52451,37.892,-596.639340608
191,2.03401,0.87687,0.7957,3.6891,64.5,-0.03514,-0.24434,0.2092,1523.2054,0.150517,-596.485489,-596.474856,-596.473912,-596.521933,38.192,-596.636005806
195,2.06604,0.74781,0.70026,3.0416,64.99,-0.05647,-0.27084,0.21437,1687.8684,0.149041,-596.482533,-596.471458,-596.470514,-596.51979,39.156,-596.631574787
196,2.14035,0.80816,0.65014,2.221,65.39,-0.04466,-0.27207,0.22741,1698.2567,0.149116,-596.483054,-596.471943,-596.470999,-596.520972,39.102,-596.632170102
199,2.06584,0.74783,0.7003,3.0426,64.99,-0.05648,-0.27084,0.21436,1687.8315,0.149041,-596.482534,-596.471458,-596.470513,-596.519792,39.157,-596.631574796
200,1.98759,0.91572,0.69202,3.4799,65.44,-0.06173,-0.25707,0.19534,1594.6142,0.150156,-596.478778,-596.467945,-596.467001,-596.516015,38.428,-596.628934203
202,1.98483,0.73522,0.6577,0.9074,65.15,-0.05706,-0.28179,0.22473,1748.6098,0.14905,-596.482933,-596.47182,-596.470875,-596.520748,38.966,-596.631982837
203,1.81178,0.96351,0.82587,3.9884,64.34,-0.03919,-0.23472,0.19553,1499.7057,0.149971,-596.47333,-596.462305,-596.461361,-596.510678,38.872,-596.623300982
205,2.85707,0.69508,0.65186,4.3561,65.05,-0.03245,-0.25622,0.22377,1732.2071,0.14867,-596.4828,-596.471511,-596.470567,-596.520767,39.304,-596.631469729
208,2.87589,0.65273,0.55678,2.1047,65.53,-0.06032,-0.27013,0.20981,1887.7061,0.149082,-596.481798,-596.470761,-596.469817,-596.519401,38.953,-596.630880585
211,1.42806,1.25074,1.02958,4.1311,64.3,-0.03095,-0.25069,0.21974,1340.6264,0.150144,-596.488374,-596.477691,-596.476747,-596.524589,38.317,-596.638518008
214,1.88866,0.85307,0.71918,2.5581,64.64,-0.0384,-0.26376,0.22536,1614.0604,0.149478,-596.484116,-596.473051,-596.472107,-596.521271,39.12,-596.633594256
215,1.7567,0.93259,0.80354,1.3843,64.33,-0.05464,-0.26901,0.21437,1531.0732,0.150044,-596.488934,-596.478241,-596.477297,-596.525881,38.453,-596.638977785
216,1.74689,0.84136,0.60294,1.6925,65.77,-0.06297,-0.27639,0.21342,1762.5543,0.149251,-596.480908,-596.469957,-596.469012,-596.518666,38.596,-596.630158259
217,1.63846,1.12248,1.10534,4.2097,64.22,-0.03663,-0.24265,0.20602,1313.3816,0.14953,-596.480217,-596.469197,-596.468253,-596.516945,39.081,-596.629746889
218,1.83638,0.87922,0.75896,3.2054,64.56,-0.04154,-0.26706,0.22552,1579.1007,0.149026,-596.48278,-596.471597,-596.470653,-596.520216,39.39,-596.63180596
221,1.89848,0.9558,0.87355,2.4975,64.54,-0.0471,-0.2661,0.219,1463.8508,0.149865,-596.485834,-596.475111,-596.474166,-596.522597,38.436,-596.635699133
222,2.36335,0.70243,0.6109,2.0495,64.96,-0.05297,-0.28147,0.2285,1792.1533,0.149396,-596.486427,-596.475455,-596.47451,-596.523627,38.682,-596.635823393
223,3.65748,0.78585,0.64948,4.3606,87.36,-0.04533,-0.23355,0.18822,1665.2221,0.1426,-459.97153,-459.9626,-459.961656,-460.00553,34.082,-460.1141302
225,3.65688,0.78598,0.64955,2.6092,87.39,-0.04529,-0.23314,0.18785,1665.0053,0.142598,-459.971808,-459.962883,-459.961939,-460.005797,34.077,-460.114406248
229,2.00316,1.09281,0.86207,3.072,73.05,0.04694,-0.23192,0.27886,1433.365,0.191507,-532.653497,-532.643886,-532.642941,-532.688077,37.548,-532.845003346
230,2.09163,1.07706,0.95286,1.3167,74.21,0.0565,-0.21324,0.26974,1386.2411,0.190783,-532.650402,-532.640625,-532.639681,-532.684738,38.303,-532.841184945
231,1.86295,1.17064,0.85296,3.4779,74.78,0.05639,-0.20799,0.26438,1436.2922,0.190261,-532.663165,-532.653138,-532.652194,-532.697851,38.803,-532.853425797
232,1.69462,1.29396,0.88916,2.2732,74.12,0.04842,-0.22437,0.27279,1400.0792,0.190938,-532.651646,-532.641908,-532.640963,-532.686146,38.073,-532.84258427
233,1.99003,1.03891,0.78821,4.0155,75.06,0.05189,-0.21975,0.27164,1516.5933,0.189889,-532.654337,-532.644386,-532.643441,-532.688955,38.67,-532.844226612
234,1.86894,1.14058,0.77746,3.4766,73.94,0.04954,-0.23097,0.28051,1496.9933,0.190963,-532.652776,-532.643091,-532.642147,-532.687312,38.072,-532.843738733
235,1.96504,0.99008,0.86469,3.6317,74.93,0.03413,-0.23069,0.26482,1486.9391,0.189583,-532.6536,-532.643503,-532.642559,-532.688366,38.888,-532.843183149
236,1.94498,1.13887,0.85492,1.8308,73.61,0.04916,-0.23603,0.28519,1431.5265,0.191197,-532.656234,-532.646618,-532.645673,-532.690682,37.711,-532.847430518
237,1.81132,1.15437,0.78731,4.625,75.11,0.04777,-0.2207,0.26847,1496.3904,0.190115,-532.656988,-532.646949,-532.646004,-532.69217,38.659,-532.847102598
238,1.625,1.2242,1.17345,2.9824,73.52,0.04461,-0.22623,0.27084,1297.7567,0.191571,-532.65807,-532.648589,-532.647645,-532.691877,37.759,-532.849641597
239,1.86817,1.12907,0.76523,3.5972,74.02,0.04337,-0.22159,0.26496,1511.942,0.190326,-532.652388,-532.642436,-532.641492,-532.68726,38.616,-532.842714504
240,1.79356,1.1608,0.76588,3.5219,74.03,0.03772,-0.2075,0.24522,1510.7826,0.190899,-532.650675,-532.640666,-532.639722,-532.686214,38.207,-532.841574327
241,1.98799,1.05553,0.80423,2.278,74.85,0.05824,-0.22277,0.28101,1499.4138,0.19006,-532.659571,-532.6494,-532.648456,-532.694461,38.945,-532.849631536
242,2.05025,0.99825,0.70797,2.4382,75.68,0.05938,-0.19679,0.25617,1596.2572,0.190211,-532.657053,-532.646963,-532.646019,-532.69184,38.9,-532.847263773
243,1.92214,1.08305,0.79653,4.4224,74.67,0.05744,-0.23883,0.29627,1497.1993,0.191291,-532.666541,-532.657063,-532.656119,-532.700747,37.486,-532.857831873
244,1.78753,1.12982,0.79207,3.6377,74.63,0.04785,-0.21582,0.26367,1503.6402,0.189984,-532.661353,-532.651143,-532.650199,-532.696437,39.249,-532.851336914
245,1.95392,0.96656,0.88026,2.3783,74.49,0.05192,-0.21327,0.26519,1492.0821,0.188867,-532.651439,-532.640868,-532.639924,-532.686857,39.927,-532.840306037
246,1.87764,1.08781,0.78981,4.0045,74.77,0.05139,-0.20127,0.25266,1505.6091,0.190578,-532.644017,-532.633839,-532.632895,-532.680622,38.627,-532.834594194
247,2.00893,1.12189,0.81549,2.9323,74.41,0.04427,-0.22464,0.26891,1459.4743,0.191337,-532.666603,-532.657135,-532.656191,-532.700619,37.615,-532.857940283
248,1.85503,1.11866,0.73635,3.6964,74.8,0.04299,-0.22016,0.26315,1542.7979,0.190274,-532.662973,-532.653005,-532.652061,-532.697708,38.818,-532.853247146
249,1.97904,1.13267,0.81653,3.8663,74.53,0.04419,-0.21353,0.25772,1459.7901,0.190852,-532.665978,-532.656243,-532.655298,-532.700384,38.191,-532.856830059
250,2.3081,0.94475,0.76129,3.954,74.91,0.0471,-0.22412,0.27122,1547.5894,0.190653,-532.663369,-532.653553,-532.652609,-532.697846,38.354,-532.854022663
251,1.83272,1.12586,1.07545,3.3379,74.27,0.05335,-0.23231,0.28566,1337.3034,0.19147,-532.665847,-532.656355,-532.655411,-532.69969,37.594,-532.85731729
252,1.70671,1.23889,0.8312,2.5754,74.33,0.04442,-0.22605,0.27047,1446.409,0.190706,-532.659207,-532.649457,-532.648513,-532.693517,38.338,-532.849913268
253,1.8011,1.16817,0.89634,4.2296,74.74,0.05315,-0.20483,0.25798,1418.0298,0.190586,-532.648561,-532.63865,-532.637706,-532.683338,38.276,-532.839146922
254,1.4758,1.4414,1.17181,3.7593,74.54,0.04016,-0.20703,0.24719,1274.0154,0.190662,-532.655525,-532.645764,-532.64482,-532.689616,38.534,-532.846187109
255,1.58433,1.28576,1.1749,4.1132,74.81,0.04644,-0.19954,0.24598,1291.0811,0.190941,-532.651042,-532.641385,-532.640441,-532.685195,37.977,-532.841982998
256,1.91238,1.08537,0.79379,1.4018,75.04,0.05214,-0.21797,0.27011,1503.4748,0.190288,-532.662981,-532.652957,-532.652013,-532.697658,38.731,-532.853268322
257,1.91424,1.14074,0.82834,3.5418,74.0,0.05283,-0.21618,0.26901,1456.0845,0.190184,-532.650198,-532.640201,-532.639257,-532.68512,38.641,-532.840382475
258,1.8043,1.1138,0.79079,1.3636,75.66,0.06336,-0.19642,0.25978,1510.6472,0.18986,-532.652354,-532.642131,-532.641187,-532.687405,39.036,-532.842214144
259,2.04187,1.08462,0.84717,3.9117,74.27,0.05132,-0.23615,0.28747,1449.1197,0.191197,-532.64901,-532.639391,-532.638447,-532.683876,37.417,-532.840207128
260,2.09717,1.05004,0.92872,2.887,74.1,0.04332,-0.22248,0.2658,1406.8546,0.190408,-532.659787,-532.649913,-532.648969,-532.694109,38.737,-532.850195066
261,1.99239,0.99156,0.69998,2.3004,75.1,0.05278,-0.21963,0.27241,1611.4337,0.189312,-532.655952,-532.645646,-532.644701,-532.691205,39.488,-532.845263326
262,1.85805,1.00928,0.99954,4.9696,74.02,0.05275,-0.24029,0.29304,1416.8299,0.19064,-532.652624,-532.642733,-532.641789,-532.687223,38.371,-532.843263785
263,1.76571,1.06083,0.89221,1.4862,73.59,0.06114,-0.22432,0.28546,1464.852,0.190107,-532.649714,-532.639549,-532.638605,-532.684754,38.991,-532.839821452
264,2.11395,0.99317,0.73525,2.3119,74.91,0.05705,-0.1904,0.24745,1566.2667,0.189883,-532.647634,-532.637376,-532.636432,-532.682891,39.119,-532.837516958
265,1.88356,1.10571,0.73837,5.1165,75.27,0.04618,-0.228,0.27418,1543.04,0.190439,-532.662018,-532.65223,-532.651286,-532.696431,38.476,-532.852457535
267,2.02732,1.034,0.92519,5.7013,74.61,0.05436,-0.2201,0.27446,1425.6415,0.190015,-532.648618,-532.638517,-532.637573,-532.683458,38.837,-532.838632825
268,1.8806,1.07816,0.77793,2.7841,74.35,0.05139,-0.22092,0.27231,1522.1683,0.189621,-532.645553,-532.635231,-532.634287,-532.681125,39.15,-532.835174315
269,1.73537,1.1117,1.09037,4.3719,74.9,0.05618,-0.19989,0.25607,1354.5703,0.190665,-532.650516,-532.640624,-532.63968,-532.685229,38.192,-532.841181156
270,1.78183,1.09239,0.91939,4.1024,73.96,0.05632,-0.21158,0.2679,1431.7677,0.191237,-532.65034,-532.640611,-532.639666,-532.685601,37.648,-532.841576752
271,2.07171,1.09822,0.84046,3.8575,74.7,0.04499,-0.21978,0.26477,1445.7681,0.191058,-532.66472,-532.65511,-532.654165,-532.698875,37.971,-532.855778424
272,1.69164,1.12437,0.92538,3.3706,74.06,0.05943,-0.21604,0.27547,1430.8586,0.190242,-532.657147,-532.647072,-532.646128,-532.69203,38.958,-532.847388523
273,1.80394,1.17215,0.80743,3.5519,74.43,0.03137,-0.19873,0.2301,1474.2273,0.190787,-532.647584,-532.637649,-532.636705,-532.682496,38.325,-532.838370942
274,1.77729,1.12961,0.80902,3.2904,75.48,0.05348,-0.21401,0.26749,1491.628,0.19079,-532.658242,-532.648477,-532.647533,-532.692713,38.209,-532.849031555
276,2.08314,0.97829,0.72242,2.7467,74.54,0.05832,-0.22651,0.28483,1586.963,0.189648,-532.648016,-532.637793,-532.636849,-532.6834,38.99,-532.837663698
277,1.67576,1.2342,0.9375,3.6956,73.86,0.04308,-0.22303,0.26611,1388.0717,0.19037,-532.656084,-532.646036,-532.645092,-532.69076,38.859,-532.846453225
278,2.02098,1.00274,0.70574,4.3592,75.16,0.04942,-0.22993,0.27935,1596.6721,0.190207,-532.662455,-532.652436,-532.651491,-532.697171,38.918,-532.85266182
279,1.88916,1.11914,0.75983,1.8708,74.69,0.0492,-0.19943,0.24863,1518.5244,0.190468,-532.646646,-532.636696,-532.635751,-532.681737,38.441,-532.837114167
280,2.04916,1.00113,0.71018,5.0738,75.47,0.04932,-0.2377,0.28702,1590.8401,0.190234,-532.662316,-532.652417,-532.651472,-532.696903,38.584,-532.852549512
281,1.79333,1.1008,1.06342,4.1992,74.14,0.04799,-0.20054,0.24853,1359.2105,0.190293,-532.65774,-532.64765,-532.646706,-532.692274,39.085,-532.848032112
282,2.03522,1.17633,0.93244,3.6534,73.6,0.05814,-0.21191,0.27005,1365.1878,0.192573,-532.659776,-532.650671,-532.649727,-532.693649,36.36,-532.852348261
283,1.94072,1.08288,0.79791,1.3501,74.31,0.05103,-0.21583,0.26686,1490.631,0.190144,-532.657336,-532.647273,-532.646329,-532.692187,38.883,-532.847480395
284,2.08102,0.98873,0.72773,2.9682,74.32,0.05295,-0.22228,0.27523,1575.1531,0.189977,-532.650914,-532.640803,-532.639859,-532.686084,38.806,-532.840891096
285,1.9393,1.12536,0.8049,3.7073,74.28,0.0488,-0.21852,0.26732,1474.4891,0.190822,-532.661574,-532.651708,-532.650764,-532.696144,38.444,-532.852396136
