idx,A,B,C,mu,alpha,ehomo,elumo,egap,R2,zpve,U0,U,H,G,Cv,E
4035,1.98687,0.4448,0.40367,4.1675,84.46,0.03621,-0.25276,0.28897,2754.3646,0.220153,-688.127537,-688.114132,-688.113188,-688.167268,50.243,-688.347690016
4036,1.50216,0.59325,0.47043,2.6466,84.56,0.04583,-0.25893,0.30476,2393.9879,0.221527,-688.130833,-688.118142,-688.117198,-688.169181,48.878,-688.352360528
4037,1.75915,0.47934,0.44851,4.9468,83.62,0.03137,-0.24768,0.27905,2576.5968,0.220147,-688.123878,-688.11026,-688.109316,-688.164048,50.487,-688.344025195
4038,1.12118,0.65616,0.55439,3.9172,83.74,0.0439,-0.25043,0.29433,2257.5284,0.219294,-688.114644,-688.100736,-688.099792,-688.154183,51.761,-688.333938078
4039,1.42934,0.55997,0.50699,2.223,83.72,0.05106,-0.2587,0.30976,2378.1442,0.220692,-688.126828,-688.113495,-688.112551,-688.166369,50.132,-688.347520727
4040,2.26043,0.3999,0.37871,5.3657,84.85,0.04245,-0.25514,0.29759,2922.0138,0.219805,-688.126912,-688.113399,-688.112455,-688.166767,50.476,-688.346716307
4041,1.31835,0.54143,0.43755,1.3175,84.25,0.05517,-0.25544,0.31061,2582.9491,0.219466,-688.123632,-688.109766,-688.108822,-688.163687,51.465,-688.343098337
4042,1.40149,0.52285,0.45166,4.8446,84.28,0.04143,-0.24907,0.2905,2564.6006,0.219865,-688.123986,-688.110366,-688.109422,-688.163839,50.524,-688.343851155
4043,1.66196,0.49233,0.47046,5.6283,84.04,0.0388,-0.2442,0.283,2529.6166,0.220261,-688.124999,-688.111579,-688.110634,-688.164763,50.148,-688.345259892
4044,1.86655,0.49273,0.45584,5.235,84.01,0.04231,-0.24473,0.28704,2527.8474,0.221677,-688.129408,-688.11654,-688.115596,-688.16806,49.141,-688.351084363
4046,1.65287,0.49281,0.45279,2.6378,84.1,0.05093,-0.24892,0.29985,2564.0847,0.219672,-688.118028,-688.104274,-688.10333,-688.158347,51.051,-688.337699649
4047,1.70456,0.47528,0.45356,3.7455,83.76,0.03924,-0.24286,0.2821,2597.4903,0.2197,-688.124267,-688.110396,-688.109452,-688.16543,51.006,-688.343966517
4048,1.15099,0.74619,0.60181,3.6822,84.64,0.05082,-0.24819,0.29901,2101.5047,0.22017,-688.123723,-688.110244,-688.1093,-688.162842,50.47,-688.343893324
4049,1.2367,0.60442,0.55481,2.345,83.6,0.02925,-0.25063,0.27988,2275.7147,0.219999,-688.114304,-688.100771,-688.099826,-688.153887,50.818,-688.334303335
4050,1.5163,0.52922,0.47312,0.7412,84.13,0.05031,-0.25087,0.30118,2476.4503,0.220395,-688.122811,-688.109368,-688.108424,-688.162772,50.285,-688.343206417
4051,1.53383,0.4716,0.44717,2.2222,84.0,0.04999,-0.25341,0.3034,2639.7232,0.219561,-688.12274,-688.108916,-688.107972,-688.163146,51.17,-688.342300928
4052,1.88949,0.4442,0.40191,0.8408,84.33,0.03654,-0.25395,0.29049,2773.3214,0.2201,-688.127002,-688.113466,-688.112522,-688.166825,50.418,-688.34710229
4053,1.72457,0.47653,0.45041,3.4212,84.05,0.03694,-0.25165,0.28859,2587.9534,0.21997,-688.125716,-688.112127,-688.111182,-688.165434,50.733,-688.34568637
4055,1.35748,0.48283,0.43425,4.1647,84.09,0.02916,-0.25336,0.28252,2683.8192,0.220154,-688.124556,-688.111189,-688.110245,-688.164375,50.205,-688.344709533
4056,1.46651,0.49095,0.46856,6.0057,84.08,0.03624,-0.24545,0.28169,2569.3245,0.219124,-688.119763,-688.105626,-688.104682,-688.16033,51.586,-688.338886956
4057,1.81638,0.46464,0.39361,5.8173,84.63,0.04064,-0.24678,0.28742,2756.4608,0.219843,-688.125364,-688.111755,-688.110811,-688.165669,50.749,-688.345206375
4059,2.38416,0.54441,0.44321,2.065,103.58,-0.04166,-0.22425,0.18259,2303.1066,0.144312,-556.347599,-556.339381,-556.338437,-556.381259,33.66,-556.491910948
4060,2.445,0.53719,0.44043,1.9074,103.47,-0.04112,-0.22472,0.1836,2312.7057,0.144297,-556.347603,-556.339386,-556.338442,-556.381247,33.669,-556.491899433
4092,1.48582,0.76963,0.61039,2.7812,80.64,0.05145,-0.24742,0.29887,1953.6475,0.196732,-686.946133,-686.933556,-686.932612,-686.984035,47.697,-687.1428645
4093,1.21888,0.89706,0.75749,1.0504,79.89,0.04188,-0.25546,0.29734,1777.6395,0.198479,-686.93852,-686.926839,-686.925894,-686.975741,45.772,-687.136998189
4094,1.27227,0.79323,0.64102,1.9776,79.92,0.05258,-0.24723,0.29981,1947.0029,0.196925,-686.944239,-686.93179,-686.930846,-686.981989,47.595,-687.141163837
4095,1.38697,0.74216,0.58078,1.5765,80.01,0.04652,-0.26444,0.31096,2031.3933,0.198027,-686.949169,-686.937156,-686.936211,-686.986614,46.736,-687.147195985
4096,1.54363,0.72313,0.57361,2.6332,80.33,0.03867,-0.25801,0.29668,2026.4498,0.197718,-686.943887,-686.931697,-686.930753,-686.981398,46.979,-687.141605083
4097,1.32463,0.85091,0.73446,4.0728,80.02,0.03803,-0.24511,0.28314,1798.6884,0.198214,-686.948134,-686.936241,-686.935297,-686.985012,46.551,-687.146348085
4098,1.3486,0.74776,0.62049,3.4316,80.54,0.05019,-0.25343,0.30362,1988.5954,0.196991,-686.950967,-686.938476,-686.937532,-686.988467,47.809,-687.147958221
4099,1.53231,0.71386,0.5495,2.2631,80.68,0.04173,-0.25299,0.29472,2075.5547,0.196888,-686.947775,-686.935044,-686.934099,-686.986134,47.841,-687.144663064
4100,1.4624,0.73171,0.56015,4.7601,80.23,0.04859,-0.2451,0.29369,2054.9904,0.19728,-686.9395,-686.927412,-686.926468,-686.976939,46.965,-687.136779668
4101,1.34793,0.77385,0.68083,3.2372,79.59,0.03054,-0.25172,0.28226,1890.925,0.198175,-686.945275,-686.9334,-686.932455,-686.982054,46.734,-687.143450023
4102,1.53792,0.713,0.55088,0.9431,80.61,0.05044,-0.25469,0.30513,2072.2319,0.197322,-686.949765,-686.937428,-686.936484,-686.987229,47.44,-687.14708697
4103,1.51269,0.75883,0.59525,4.2511,79.76,0.03549,-0.25248,0.28797,1970.8355,0.198281,-686.948732,-686.936892,-686.935947,-686.985716,46.398,-687.147012771
4104,1.35512,0.81391,0.64086,2.1956,80.2,0.05705,-0.24997,0.30702,1910.2448,0.198328,-686.948292,-686.936527,-686.935583,-686.984958,46.298,-687.146619621
4105,1.53583,0.70971,0.62062,3.9687,80.14,0.05527,-0.24587,0.30114,1979.6022,0.196959,-686.940404,-686.927988,-686.927044,-686.978295,47.653,-687.137363271
4106,1.45007,0.73508,0.58496,1.7774,79.75,0.04804,-0.24845,0.29649,2017.8662,0.196892,-686.943302,-686.93081,-686.929865,-686.981632,47.461,-687.140194368
4107,1.45856,0.7948,0.6711,2.6873,79.52,0.04687,-0.25798,0.30485,1867.8819,0.198588,-686.947656,-686.935965,-686.935021,-686.984541,45.994,-687.146243682
4108,1.62574,0.69579,0.58501,3.1928,80.23,0.04674,-0.26243,0.30917,2020.8979,0.198488,-686.95675,-686.944966,-686.944021,-686.993339,46.476,-687.155238184
4109,1.52047,0.76647,0.66231,1.0056,79.55,0.04878,-0.26181,0.31059,1883.5564,0.199008,-686.956422,-686.944863,-686.943919,-686.993118,45.704,-687.155429715
4110,1.40813,0.85014,0.69619,1.303,79.68,0.04679,-0.25765,0.30444,1813.6607,0.19926,-686.94981,-686.938384,-686.93744,-686.98636,45.352,-687.149069685
4111,1.41691,0.75987,0.72889,1.787,80.17,0.04516,-0.24729,0.29245,1848.1674,0.198062,-686.949054,-686.937219,-686.936275,-686.985507,46.632,-687.14711563
4112,1.40302,0.75385,0.67443,2.6707,79.92,0.04396,-0.24671,0.29067,1904.4434,0.197427,-686.946146,-686.93395,-686.933006,-686.983142,47.358,-687.143573269
4113,1.20595,0.8796,0.74085,3.584,79.67,0.0452,-0.25128,0.29648,1805.4094,0.197846,-686.943057,-686.931033,-686.930089,-686.979896,47.041,-687.140903073
4114,1.28031,0.80513,0.6525,3.6418,80.35,0.04054,-0.25031,0.29085,1924.5935,0.197898,-686.944212,-686.932241,-686.931297,-686.981448,46.8,-687.142109543
4115,1.55351,0.73738,0.59218,2.9938,80.53,0.05534,-0.25109,0.30643,1986.236,0.198468,-686.950097,-686.938358,-686.937413,-686.986749,46.119,-687.148565425
4117,1.3483,0.77305,0.67523,5.4187,80.09,0.03467,-0.24359,0.27826,1900.9108,0.197596,-686.944653,-686.932512,-686.931568,-686.981754,47.13,-687.142248522
4118,1.66773,0.70161,0.62068,5.0645,80.08,0.03186,-0.25224,0.2841,1961.6776,0.19847,-686.946033,-686.934344,-686.9334,-686.982591,46.22,-687.144502554
4119,1.51477,0.70968,0.6985,0.5891,80.4,0.03391,-0.25244,0.28635,1898.1105,0.197627,-686.943371,-686.931388,-686.930443,-686.979899,47.163,-687.140997821
4120,1.33014,0.85034,0.73152,4.0025,80.11,0.04603,-0.25095,0.29698,1801.3502,0.197823,-686.943466,-686.931536,-686.930592,-686.980263,46.719,-687.141288676
4121,1.54717,0.71201,0.55071,1.3419,80.78,0.0508,-0.25353,0.30433,2072.828,0.197162,-686.949632,-686.937173,-686.936229,-686.987307,47.645,-687.146793907
4122,1.5015,0.70712,0.61171,3.557,79.68,0.0387,-0.26416,0.30286,1997.2877,0.198054,-686.948066,-686.936158,-686.935214,-686.985806,46.504,-687.146119566
4123,1.525,0.71502,0.55578,2.7383,80.37,0.04496,-0.25552,0.30048,2065.8532,0.19742,-686.941378,-686.929128,-686.928183,-686.979401,47.144,-687.138797705
4124,1.3428,0.75201,0.62185,2.5063,80.01,0.03779,-0.25314,0.29093,1981.9838,0.197754,-686.954248,-686.942176,-686.941232,-686.991216,47.2,-687.152001652
4125,1.5455,0.70975,0.55222,4.3769,80.54,0.04189,-0.24913,0.29102,2070.0012,0.197712,-686.951394,-686.939364,-686.93842,-686.988307,47.012,-687.149105905
4126,1.55132,0.76339,0.59541,3.0161,80.27,0.04548,-0.24931,0.29479,1961.9533,0.198045,-686.945055,-686.933091,-686.932147,-686.982257,46.56,-687.143099914
4127,1.45812,0.748,0.62792,1.7262,79.65,0.05116,-0.24772,0.29888,1949.2976,0.197504,-686.941481,-686.929269,-686.928325,-686.979195,47.068,-687.138985082
4128,1.32659,0.85859,0.69709,3.0902,79.13,0.04413,-0.25148,0.29561,1827.3363,0.199112,-686.948539,-686.93709,-686.936146,-686.984697,45.665,-687.147651753
4129,1.57436,0.70155,0.66216,1.5762,79.9,0.04364,-0.25055,0.29419,1929.5515,0.198861,-686.957095,-686.945518,-686.944574,-686.99334,46.055,-687.15595679
4130,1.3457,0.82564,0.75366,2.6539,79.44,0.04238,-0.24641,0.28879,1790.2517,0.198746,-686.952412,-686.940813,-686.939869,-686.988784,45.987,-687.151157779
4131,1.40866,0.76795,0.70234,3.6157,79.79,0.03953,-0.25522,0.29475,1863.6796,0.198733,-686.95404,-686.942486,-686.941542,-686.990318,45.868,-687.152772997
4132,1.36323,0.74771,0.62184,1.4904,80.74,0.04882,-0.2538,0.30262,1984.6494,0.19707,-686.948809,-686.936411,-686.935467,-686.986123,47.701,-687.145878917
4133,1.29875,0.87685,0.76425,4.5877,79.46,0.03693,-0.24332,0.28025,1762.9257,0.199311,-686.958006,-686.946779,-686.945835,-686.993701,45.515,-687.15731651
4134,1.25969,0.87838,0.74326,3.3036,79.51,0.02953,-0.25087,0.2804,1787.9671,0.198568,-686.937742,-686.926032,-686.925087,-686.974717,45.985,-687.136310231
4135,1.30003,0.84043,0.67422,1.1317,80.07,0.04423,-0.25387,0.2981,1869.0745,0.197929,-686.939794,-686.927894,-686.92695,-686.976565,46.724,-687.137723369
4136,1.39817,0.78828,0.73626,5.5322,80.53,0.03482,-0.24315,0.27797,1825.3234,0.198665,-686.953586,-686.942045,-686.941101,-686.989669,46.025,-687.152251699
4137,1.27999,0.8632,0.64697,4.928,80.22,0.03956,-0.24723,0.28679,1886.9141,0.19711,-686.931942,-686.919722,-686.918777,-686.969279,47.343,-687.129052356
4138,1.50402,0.74965,0.59753,1.8168,80.56,0.05395,-0.24896,0.30291,1981.5053,0.197566,-686.950124,-686.937904,-686.93696,-686.987424,47.078,-687.147689982
4140,1.48796,0.76381,0.67085,2.0926,79.78,0.04602,-0.24662,0.29264,1883.868,0.198122,-686.953764,-686.941878,-686.940933,-686.990655,46.636,-687.151885669
4141,1.26566,0.81498,0.66281,3.5622,80.23,0.05201,-0.25,0.30201,1910.7776,0.197772,-686.944203,-686.932196,-686.931252,-686.981354,46.971,-687.141974369
4142,1.49017,0.72204,0.55514,3.6693,80.38,0.03133,-0.25437,0.2857,2063.8034,0.197437,-686.948852,-686.936654,-686.93571,-686.985941,47.392,-687.146288918
4143,1.68784,0.66659,0.6119,4.629,79.61,0.02921,-0.25284,0.28205,2003.5568,0.197695,-686.942829,-686.930699,-686.929755,-686.980975,46.654,-687.140524641
4144,1.26731,0.81468,0.69727,3.666,79.91,0.04837,-0.25527,0.30364,1875.5356,0.19802,-686.951894,-686.939875,-686.938931,-686.98964,46.691,-687.149914454
4145,1.39021,0.7691,0.65705,3.7906,79.68,0.04955,-0.2445,0.29405,1910.4397,0.197977,-686.949327,-686.937351,-686.936407,-686.986105,46.941,-687.147303219
4146,1.4378,0.80683,0.66035,1.7816,79.85,0.0452,-0.25113,0.29633,1873.0798,0.198648,-686.950893,-686.939222,-686.938278,-686.987377,46.035,-687.149540981
4147,1.42752,0.77622,0.73861,1.9272,79.42,0.04698,-0.24473,0.29171,1822.5806,0.198707,-686.953917,-686.942369,-686.941425,-686.990238,46.068,-687.152623752
4148,1.58984,0.68599,0.65904,4.1409,80.31,0.04103,-0.24603,0.28706,1946.8654,0.197612,-686.944649,-686.932533,-686.931589,-686.981532,47.214,-687.142261353
4149,1.47905,0.74975,0.61157,1.1907,79.51,0.04365,-0.25065,0.2943,1962.9433,0.1988,-686.947647,-686.935996,-686.935052,-686.984555,45.828,-687.146446584
4150,1.44799,0.74845,0.65062,2.9157,79.94,0.05093,-0.24846,0.29939,1925.852,0.19865,-686.958116,-686.946468,-686.945524,-686.994584,46.182,-687.15676574
4151,1.6078,0.71205,0.57624,4.6207,79.94,0.0376,-0.25221,0.28981,2020.3595,0.198333,-686.947531,-686.935835,-686.934891,-686.984205,46.135,-687.14586389
4152,1.6933,0.74412,0.6211,1.0409,79.44,0.04616,-0.25369,0.29985,1916.6531,0.199666,-686.962709,-686.951479,-686.950535,-686.998515,45.228,-687.1623748
4153,1.41732,0.7708,0.73336,1.4989,79.57,0.04131,-0.24303,0.28434,1832.5436,0.198849,-686.957089,-686.945558,-686.944614,-686.993182,46.075,-687.155938492
4154,1.32573,0.8412,0.71188,2.1325,79.42,0.04279,-0.25773,0.30052,1823.9252,0.198211,-686.943147,-686.93125,-686.930306,-686.980476,46.552,-687.141358072
4155,1.46704,0.76596,0.60356,1.3963,80.17,0.04267,-0.26046,0.30313,1964.9894,0.198478,-686.954638,-686.942848,-686.941903,-686.991297,46.343,-687.153116395
4156,1.26768,0.80334,0.64282,1.152,79.91,0.05875,-0.24749,0.30624,1939.2314,0.197113,-686.940342,-686.928012,-686.927068,-686.978008,47.463,-687.137454453
4157,1.28325,0.79895,0.62894,3.652,79.93,0.05329,-0.24498,0.29827,1954.4486,0.197289,-686.94005,-686.927818,-686.926874,-686.977572,47.333,-687.137339082
4158,1.60767,0.71211,0.57624,4.6241,79.94,0.03761,-0.25219,0.2898,2020.3394,0.198333,-686.947531,-686.935837,-686.934892,-686.984204,46.131,-687.145863899
4159,1.59182,0.70211,0.62696,4.668,79.51,0.02855,-0.25865,0.2872,1965.874,0.198232,-686.948206,-686.936231,-686.935286,-686.986001,46.336,-687.146438007
4160,1.51562,0.74676,0.62408,3.2126,79.57,0.0384,-0.25279,0.29119,1943.3581,0.198246,-686.941596,-686.929798,-686.928854,-686.978564,46.411,-687.139842427
4161,1.46365,0.75351,0.59461,4.3094,80.08,0.04155,-0.25259,0.29414,1987.8287,0.197112,-686.941582,-686.929257,-686.928313,-686.979232,47.263,-687.138694029
4162,1.449,0.77573,0.64848,1.5777,79.56,0.0391,-0.25301,0.29211,1905.5106,0.198353,-686.956613,-686.944749,-686.943804,-686.993272,46.591,-687.154965866
4163,1.6356,0.68862,0.67314,1.9226,79.88,0.03869,-0.25302,0.29171,1919.8931,0.198189,-686.952417,-686.940565,-686.93962,-686.988982,46.654,-687.150606679
4164,1.69358,0.73177,0.61171,2.9455,79.94,0.0429,-0.25044,0.29334,1940.5295,0.198582,-686.955459,-686.943827,-686.942883,-686.991692,46.233,-687.154040637
4165,1.29014,0.8279,0.7604,3.8954,79.96,0.03052,-0.2457,0.27622,1795.5209,0.198625,-686.946747,-686.935079,-686.934135,-686.982984,46.345,-687.145372081
4166,1.27754,0.8103,0.69757,2.2129,79.67,0.04748,-0.26013,0.30761,1871.5718,0.198241,-686.94788,-686.936008,-686.935064,-686.984744,46.738,-687.146120822
4167,1.51346,0.74598,0.64728,2.6853,79.63,0.04047,-0.25614,0.29661,1917.8439,0.198582,-686.95389,-686.942049,-686.941105,-686.991223,46.404,-687.15247156
4168,1.44334,0.7917,0.67606,4.399,80.23,0.04203,-0.24705,0.28908,1869.6037,0.197877,-686.948315,-686.936365,-686.935421,-686.984992,46.685,-687.146191933
4169,1.22478,0.83785,0.72378,1.2372,80.07,0.06276,-0.25841,0.32117,1846.3003,0.198007,-686.953087,-686.941087,-686.940143,-686.990127,46.656,-687.151093626
4170,1.61258,0.69706,0.58376,2.3299,80.28,0.04076,-0.25788,0.29864,2023.3381,0.198399,-686.955877,-686.944066,-686.943122,-686.992526,46.498,-687.154276286
4171,1.41488,0.75632,0.64434,2.9177,79.46,0.04632,-0.24946,0.29578,1931.1155,0.198027,-686.942926,-686.930986,-686.930042,-686.980173,46.453,-687.140953262
4172,1.55747,0.763,0.59765,3.0465,80.2,0.04558,-0.24676,0.29234,1958.3639,0.19782,-686.945843,-686.933737,-686.932792,-686.983194,46.852,-687.14366372
4173,1.41467,0.8298,0.70203,3.3738,79.73,0.04539,-0.24846,0.29385,1821.2189,0.198596,-686.944215,-686.932542,-686.931598,-686.980609,46.011,-687.142811779
4174,1.14283,0.93348,0.76061,2.2875,79.33,0.05272,-0.24573,0.29845,1779.599,0.198328,-686.943953,-686.932158,-686.931214,-686.98058,46.314,-687.142281724
4176,1.39696,0.74892,0.64491,3.3567,79.58,0.04349,-0.24884,0.29233,1944.5901,0.198703,-686.95012,-686.938525,-686.93758,-686.986748,45.934,-687.14882351
4177,1.59742,0.70785,0.59576,1.3748,80.4,0.053,-0.25288,0.30588,2002.7236,0.197436,-686.949379,-686.937161,-686.936217,-686.986406,47.446,-687.146815351
4179,1.40569,0.75508,0.60271,2.7562,80.42,0.03636,-0.25883,0.29519,1990.5771,0.197234,-686.945032,-686.932481,-686.931536,-686.983075,47.687,-687.142265194
4180,1.63259,0.68238,0.67689,2.647,79.49,0.03886,-0.25246,0.29132,1921.0681,0.199058,-686.953837,-686.942341,-686.941397,-686.99021,45.868,-687.152895919
4181,1.42606,0.76103,0.64572,3.9724,80.32,0.04736,-0.24677,0.29413,1929.5345,0.197484,-686.948552,-686.936264,-686.93532,-686.985787,47.343,-687.146035669
4182,1.59609,0.73386,0.62076,4.9558,79.77,0.03985,-0.24262,0.28247,1944.5353,0.19802,-686.942754,-686.930725,-686.92978,-686.980296,46.7,-687.140773381
4183,1.47129,0.72957,0.63308,4.3224,80.1,0.04529,-0.25558,0.30087,1959.5929,0.197017,-686.939637,-686.927066,-686.926122,-686.978134,47.706,-687.136653912
4184,1.37518,0.79197,0.63568,1.5944,79.72,0.0555,-0.25632,0.31182,1920.0056,0.198187,-686.946083,-686.934274,-686.933329,-686.98293,46.452,-687.144269623
4185,1.62596,0.69573,0.58502,3.1943,80.23,0.04672,-0.26248,0.3092,2020.8992,0.198492,-686.956746,-686.944965,-686.944021,-686.993331,46.47,-687.155238059
4186,1.1858,0.90847,0.739,3.2307,79.58,0.04593,-0.25287,0.2988,1800.6952,0.197785,-686.947915,-686.935765,-686.934821,-686.985087,47.093,-687.145699504
4187,1.49765,0.76538,0.59886,4.8608,79.85,0.02931,-0.25665,0.28596,1964.0202,0.198194,-686.946951,-686.935135,-686.934191,-686.983805,46.523,-687.145144533
4188,1.52967,0.70613,0.61149,1.5898,79.78,0.05707,-0.25461,0.31168,1991.4816,0.197938,-686.945522,-686.933552,-686.932608,-686.98291,46.687,-687.143460089
4189,1.40231,0.74436,0.6365,2.2039,80.66,0.05099,-0.241,0.29199,1961.3336,0.197118,-686.934865,-686.922544,-686.9216,-686.972544,47.326,-687.131982322
4190,1.24222,0.83049,0.68584,1.9187,79.2,0.05338,-0.24675,0.30013,1878.3783,0.197719,-686.94607,-686.933942,-686.932998,-686.983358,47.0,-687.143789348
4191,1.53688,0.71636,0.577,1.8822,79.91,0.03556,-0.25669,0.29225,2027.9148,0.196919,-686.935779,-686.923367,-686.922423,-686.973501,47.69,-687.132697313
4192,1.21071,0.9486,0.84403,1.9935,79.58,0.05285,-0.2685,0.32135,1686.7736,0.200068,-686.955996,-686.945096,-686.944152,-686.991207,44.559,-687.156063897
4193,1.30978,0.84556,0.67107,4.4038,80.04,0.03989,-0.24902,0.28891,1867.9875,0.198463,-686.946365,-686.934642,-686.933697,-686.983092,46.289,-687.144828024
4194,1.60774,0.69337,0.66351,4.5524,79.77,0.03096,-0.25495,0.28591,1929.9013,0.198494,-686.951804,-686.940163,-686.939218,-686.988144,46.211,-687.150297819
4195,1.41804,0.79938,0.63322,2.8244,79.88,0.04091,-0.25552,0.29643,1912.835,0.198385,-686.945884,-686.934142,-686.933198,-686.982427,46.388,-687.14426809
4196,1.45544,0.80681,0.69146,0.8829,79.34,0.05262,-0.25952,0.31214,1834.4044,0.199701,-686.958662,-686.94752,-686.946576,-686.994364,45.077,-687.158362972
4197,1.39588,0.76302,0.64335,5.4716,79.91,0.04173,-0.24072,0.28245,1935.5016,0.197312,-686.941372,-686.929247,-686.928303,-686.97843,47.144,-687.138683951
4199,1.56321,0.74247,0.60875,3.3586,79.98,0.04135,-0.25006,0.29141,1958.1509,0.198716,-686.957822,-686.946128,-686.945184,-686.994281,46.201,-687.156537946
4200,1.24152,0.82362,0.67462,1.1476,79.83,0.05659,-0.25591,0.3125,1896.711,0.198066,-686.945692,-686.9338,-686.932856,-686.982653,46.764,-687.143758093
4201,1.44469,0.74958,0.71436,1.6432,80.53,0.04943,-0.24852,0.29795,1866.7518,0.197303,-686.943821,-686.931662,-686.930717,-686.980741,47.112,-687.141123293
4202,1.48508,0.75667,0.60202,2.1331,80.26,0.04762,-0.25264,0.30026,1970.5339,0.198164,-686.952904,-686.940981,-686.940036,-686.98992,46.498,-687.151067347
4203,1.71106,0.72826,0.60756,3.2357,80.2,0.04102,-0.24746,0.28848,1948.0173,0.19832,-686.953165,-686.941342,-686.940398,-686.989641,46.498,-687.151485749
4204,1.38914,0.75441,0.61034,3.9835,80.6,0.04775,-0.25321,0.30096,1986.5317,0.196953,-686.945941,-686.933415,-686.932471,-686.983654,47.964,-687.142894626
4205,1.26339,0.87461,0.74634,3.9884,79.97,0.02793,-0.24325,0.27118,1785.1661,0.199216,-686.947572,-686.936205,-686.935261,-686.983434,45.713,-687.146788065
4206,1.44847,0.72695,0.60804,3.7805,80.66,0.04667,-0.25027,0.29694,1993.3389,0.197298,-686.937725,-686.925586,-686.924642,-686.974752,47.251,-687.135022692
4207,1.33903,0.81793,0.6708,1.8663,79.8,0.05249,-0.25458,0.30707,1878.1823,0.198837,-686.957907,-686.946315,-686.94537,-686.994244,45.996,-687.156744116
4208,1.33276,0.84262,0.72403,2.5748,79.67,0.04659,-0.2548,0.30139,1810.6278,0.197833,-686.943314,-686.931368,-686.930424,-686.980269,46.806,-687.141147156
4209,1.37381,0.78199,0.63235,1.6667,80.15,0.05581,-0.24836,0.30417,1934.0128,0.196961,-686.941498,-686.929182,-686.928238,-686.978758,47.577,-687.138459474
4210,1.57638,0.71305,0.59516,2.8231,80.32,0.04205,-0.25667,0.29872,2000.183,0.197885,-686.950996,-686.939067,-686.938122,-686.987664,46.952,-687.148880835
4211,1.37947,0.81471,0.66576,2.4335,79.97,0.05085,-0.24712,0.29797,1877.4957,0.19766,-686.945347,-686.934025,-686.933081,-686.98173,44.695,-687.143006478
4212,1.53241,0.75583,0.66101,0.9551,79.59,0.04705,-0.25584,0.30289,1891.5777,0.199044,-686.957098,-686.945572,-686.944628,-686.993621,45.692,-687.156142545
4213,1.3084,0.83557,0.66707,4.103,79.74,0.03627,-0.24835,0.28462,1877.8978,0.198077,-686.942784,-686.930853,-686.929908,-686.979707,46.655,-687.140860964
4214,1.52554,0.71186,0.70578,3.9435,80.19,0.04734,-0.25026,0.2976,1887.5054,0.198029,-686.948783,-686.936894,-686.93595,-686.985346,46.75,-687.14681167
4215,1.37192,0.75012,0.64596,1.4582,79.93,0.05233,-0.25884,0.31117,1946.2497,0.198046,-686.945342,-686.933322,-686.932378,-686.982926,46.705,-687.143387762
4216,1.35471,0.78399,0.6776,1.7873,79.58,0.044,-0.24749,0.29149,1889.7053,0.19824,-686.94806,-686.936113,-686.935168,-686.985331,46.551,-687.146300657
4217,1.31017,0.82906,0.77833,2.3935,80.03,0.04901,-0.2546,0.30361,1779.5672,0.199041,-686.953221,-686.941745,-686.940801,-686.989286,45.664,-687.152261425
4218,1.31213,0.79404,0.72487,4.1951,79.82,0.04462,-0.24394,0.28856,1848.1942,0.197963,-686.944841,-686.932853,-686.931908,-686.982062,46.658,-687.142803639
4219,1.41727,0.79615,0.63785,0.8953,79.71,0.04598,-0.2527,0.29868,1905.1937,0.198508,-686.946799,-686.93507,-686.934126,-686.983454,46.23,-687.145306317
4220,1.58906,0.73437,0.5842,2.1186,79.74,0.03752,-0.25338,0.2909,1991.5472,0.198887,-686.949085,-686.937466,-686.936522,-686.985902,45.713,-687.147972701
4221,1.29985,0.80351,0.72733,2.5264,79.68,0.04342,-0.23846,0.28188,1840.7011,0.198375,-686.943134,-686.931358,-686.930414,-686.979676,46.58,-687.141509321
4222,1.50688,0.72634,0.55483,2.1377,80.42,0.04735,-0.26279,0.31014,2058.1206,0.19801,-686.95446,-686.942496,-686.941551,-686.991326,46.835,-687.152469668
4223,1.50413,0.72583,0.56466,1.7216,79.91,0.04657,-0.2617,0.30827,2043.8155,0.197935,-686.94703,-686.934993,-686.934049,-686.984454,46.827,-687.144964984
4224,1.65448,0.69004,0.64079,3.3626,79.4,0.03973,-0.25787,0.2976,1949.1899,0.199154,-686.947847,-686.936424,-686.93548,-686.984501,45.229,-687.147000778
4225,1.49405,0.68649,0.61957,2.192,80.34,0.04641,-0.24534,0.29175,2010.9707,0.197124,-686.939326,-686.927065,-686.926121,-686.976734,47.352,-687.136449261
4226,1.46245,0.80095,0.69067,1.953,79.73,0.05794,-0.25386,0.3118,1840.8471,0.199357,-686.957344,-686.946062,-686.945117,-686.993226,45.228,-687.156700793
4227,1.21672,0.90443,0.73444,3.3562,79.13,0.03945,-0.25104,0.29049,1793.562,0.199643,-686.94582,-686.934628,-686.933683,-686.981817,44.956,-687.145462845
4228,1.55387,0.70712,0.54971,3.5371,80.39,0.04425,-0.25358,0.29783,2075.1289,0.197866,-686.95579,-686.943702,-686.942758,-686.992878,46.948,-687.153655911
4229,1.45985,0.7023,0.6264,2.622,80.03,0.05862,-0.253,0.31162,1991.9599,0.19802,-686.945441,-686.933537,-686.932592,-686.982457,46.636,-687.143461455
4230,1.44451,0.77374,0.61045,3.0299,80.31,0.05612,-0.25008,0.3062,1954.7316,0.198306,-686.953905,-686.942056,-686.941112,-686.990674,46.335,-687.152211222
