molecule_id,MAE_mean,MAE_std
65,4.066923179220078,0.9960975833053273
66,4.72921394779114,1.6280621871351952
67,4.693398902400295,2.360384173554047
68,1.162936229824554,0.2286761663486167
69,2.096167782179546,0.6488193330604988
70,3.0603368598219545,0.5209659810932006
71,2.2772494733122466,0.3598462319175693
72,3.0416198621619723,0.6824606353653988
73,3.296090815117201,0.8194776265289876
74,4.161708274055854,0.949371054977481
53,2.1175044411974815,0.46159622805032113
54,3.191093411442125,2.697567450796952
55,2.4402393008526357,0.2430828399524845
56,2.3991886352094176,0.2216247926951374
57,3.5291881477019906,1.773804002063665
58,5.229159422288649,1.2044678100880777
59,2.8150083022541366,0.4731423855797205
60,1.2205875998479314,0.7393170085953152
61,2.307225519461668,0.4276185003186179
63,5.688568777200999,1.4600125704456797
