molecule_id,MAE_mean,MAE_std
26,1.9610473836772144,1.6274006602762803
27,1.5255552584768217,0.29549035619347797
28,1.2401049907513273,0.6668441419939527
29,1.9209616654494313,1.2948274443802483
30,2.416403126652585,1.1028994166806005
31,3.4455701619596217,0.7881791607997497
32,1.4313754215277732,0.48824334985842566
33,1.4367802374646998,0.6776107986914044
34,1.955663846544628,0.27037262642041165
35,1.092973890155554,0.5233080458736463
36,1.0336710486002265,0.34196704171994746
37,1.3582817202433943,0.41022615880378765
38,1.9708412168224272,0.2352836846132515
39,0.7656822582066525,0.25755710746666877
40,1.2330570440448354,0.4479216702910929
41,1.0787111814308445,0.9833407051156866
42,0.8197304176224861,0.4935646462747874
43,1.456672962801531,0.8259280198786104
44,2.027152440184429,0.3755899538622394
45,6.882132297358476,2.2805434255168513
46,1.322910156956703,0.5781731398090804
47,1.7160290610510855,0.21216723363481993
48,1.4181901434290922,0.13300058429857686
49,0.727442302294806,0.18599166144013907
50,1.905197618965758,1.0888492867978252
51,2.238494601950515,1.4920355552176647
52,2.833024355379166,0.8021254400788179
